2.3333|3.3333|0.13|1.0000|3.4000|2.5000|0.13|3.3636|0.13|0.13|0.13|0.13|0.13|3.3333|3.6667|2.6667|2.5000|0.13
4.0000|3.9000|3.8333|3.7692|3.7541|4.3333|3.0000|4.1585|3.0000|4.0000|3.5000|3.7778|4.0000|3.8056|3.4286|3.9286|4.1667|3.6667
3.0000|3.0000|0.13|5.0000|4.0000|0.13|0.13|3.7500|0.13|0.13|3.0000|4.0000|0.13|3.3333|0.13|3.5000|4.0000|0.13
4.0000|3.5556|3.0000|2.8333|2.5000|0.13|0.13|3.5000|2.0000|0.13|0.13|3.5000|0.13|3.0000|3.2000|4.0000|3.7500|0.13
2.5500|2.7143|4.2000|2.7143|3.2857|3.3750|0.13|2.9500|0.13|5.0000|2.7879|3.3333|1.8000|2.3333|2.2500|2.5000|3.0000|0.13
3.6842|3.3810|0.13|1.4000|2.9730|4.2000|0.13|4.3636|0.13|5.0000|3.5000|4.0000|1.0000|3.9167|3.6923|3.2308|4.3333|3.5000
3.1667|3.4706|4.0000|3.7000|3.5517|3.8333|0.13|3.8929|2.5000|4.0000|2.6667|3.6000|4.6667|3.6000|3.5789|3.8571|3.0000|3.3333
4.6667|4.1667|5.0000|4.5000|4.6364|5.0000|0.13|4.2857|0.13|0.13|4.0000|3.6667|5.0000|4.3636|4.0000|4.5000|5.0000|4.0000
3.9091|4.0000|4.3333|4.0000|4.2308|0.13|0.13|4.0769|4.0000|4.0000|4.0000|3.7500|5.0000|4.0000|4.1111|4.2727|3.8000|3.0000
2.7600|2.9231|3.0000|3.3333|2.7222|3.4286|0.13|3.2609|0.13|5.0000|3.0000|0.13|3.0000|3.3125|2.9091|2.7778|3.3333|2.0000
2.8000|2.7500|0.13|0.13|5.0000|0.13|0.13|3.5000|0.13|0.13|4.0000|0.13|0.13|3.0000|3.0000|2.7500|3.0000|0.13
3.7273|3.3333|3.0000|3.0000|3.0000|3.5000|0.13|3.7778|0.13|0.13|3.7692|3.0000|2.5000|4.0000|3.7857|3.8235|4.0000|0.13
3.2000|0.13|0.13|0.13|4.0000|4.3333|0.13|4.0000|0.13|4.0000|0.13|0.13|4.0000|4.6667|3.0000|3.7500|3.5000|5.0000
3.5833|3.5000|0.13|4.0000|3.7273|2.5000|0.13|4.1667|4.0000|0.13|0.13|4.0000|5.0000|3.6250|4.0000|3.6667|4.0000|0.13
3.6667|4.0000|0.13|0.13|4.0000|4.0000|4.6667|3.7000|0.13|4.0000|0.13|4.0000|3.0000|3.3333|4.5000|3.5000|4.0000|0.13
3.6250|3.6000|2.5000|0.13|3.0000|3.3333|0.13|4.0000|0.13|0.13|3.0000|0.13|3.0000|4.0000|3.8333|3.4000|3.6667|0.13
3.5714|4.0000|0.13|0.13|3.0000|4.0000|0.13|3.5000|0.13|0.13|4.0000|0.13|4.0000|0.13|4.0000|3.8000|3.3333|0.13
0.13|0.13|0.13|0.13|1.0000|4.0000|0.13|4.2000|0.13|0.13|2.0000|1.0000|5.0000|5.0000|0.13|2.0000|0.13|0.13
3.0000|2.0000|0.13|3.0000|2.5000|3.0000|0.13|3.0000|0.13|0.13|0.13|0.13|3.3333|3.5000|1.6667|3.2500|3.5000|0.13
5.0000|5.0000|0.13|5.0000|4.5000|0.13|0.13|3.3333|0.13|0.13|4.0000|2.0000|4.5000|3.0000|5.0000|4.3333|0.13|0.13
3.4286|3.3750|0.13|0.13|3.0000|3.2500|0.13|4.0000|2.0000|4.0000|3.0000|0.13|4.0000|4.1667|3.3077|3.2500|3.6667|0.13
3.7273|5.0000|5.0000|4.4000|3.5417|2.0000|0.13|4.0714|3.5000|5.0000|3.3333|4.8571|3.5000|4.1818|2.5000|3.5833|4.0000|5.0000
4.0000|0.13|0.13|0.13|3.7500|3.5000|0.13|3.6000|0.13|5.0000|3.5000|4.0000|3.5000|4.3333|4.0000|4.2000|0.13|0.13
2.5714|3.0000|0.13|2.0000|3.0000|2.5000|0.13|3.0000|0.13|3.0000|1.0000|0.13|3.0000|2.5000|2.3333|2.7778|2.3333|0.13
4.1176|3.9500|4.4000|4.3000|3.8000|4.0000|0.13|3.6250|3.6667|0.13|2.0000|4.4000|3.5000|3.7143|3.9167|3.3636|4.7500|3.6667
3.7200|3.9231|4.2000|3.6667|3.8200|4.0000|0.13|3.6410|3.0000|0.13|2.1667|3.5000|3.7500|3.7037|3.6667|3.7647|4.0000|4.5000
3.4762|3.5294|3.4286|3.6364|3.3478|3.8000|0.13|3.7097|4.0000|5.0000|3.3333|4.0000|3.8333|3.6429|3.9444|3.6471|4.0714|2.0000
4.0000|3.7500|3.6667|3.4000|3.5333|3.5000|0.13|3.3333|3.5000|4.0000|3.0000|3.5000|0.13|3.8571|4.0000|3.5000|4.5000|0.13
3.7500|4.0000|0.13|0.13|4.0000|4.0000|0.13|4.2500|0.13|0.13|0.13|0.13|0.13|4.5000|4.0000|3.8000|4.0000|0.13
0.13|3.0000|0.13|3.0000|3.6667|4.0000|3.0000|4.0000|0.13|0.13|3.0000|4.0000|3.3333|3.0000|4.0000|2.6667|3.0000|0.13
4.0000|3.0000|0.13|3.0000|3.5556|3.7500|2.0000|4.0000|0.13|4.0000|4.5000|3.0000|4.3333|4.5000|5.0000|4.1429|4.0000|0.13
1.3500|1.8182|3.0000|3.0667|2.9111|3.0000|4.0000|2.8889|1.5000|0.13|3.0000|3.7273|2.6667|2.0000|1.7857|2.1000|1.2000|0.13
0.13|0.13|0.13|0.13|5.0000|3.2500|0.13|3.1111|0.13|0.13|4.0000|5.0000|3.0000|3.7500|0.13|3.0000|0.13|0.13
4.5714|4.2857|0.13|0.13|3.8000|0.13|0.13|3.4000|0.13|0.13|3.0000|1.0000|3.0000|4.1429|4.5000|3.6667|5.0000|4.0000
4.3333|4.7500|4.0000|4.3333|4.3333|4.0000|0.13|4.4737|0.13|4.0000|3.0000|4.0000|4.3333|4.0000|4.6000|3.8333|4.5000|0.13
4.0000|4.0000|0.13|4.0000|3.5000|4.5000|0.13|4.5000|0.13|0.13|0.13|0.13|0.13|3.3333|3.8000|4.0000|4.0000|0.13
3.2308|2.8889|4.0000|3.0000|3.3333|3.2000|1.0000|4.2857|0.13|2.0000|4.0000|0.13|3.2500|4.0000|4.0000|3.2500|4.3333|0.13
3.8889|4.0000|0.13|0.13|0.13|0.13|0.13|4.0000|0.13|0.13|0.13|0.13|0.13|4.0000|3.5000|3.7500|4.0000|0.13
3.8857|3.7273|3.2222|3.1667|3.3889|4.0000|0.13|4.0000|4.0000|4.0000|4.1667|2.7500|4.0000|3.6667|4.2308|3.9500|4.7500|3.3333
3.7222|3.4545|3.2500|3.8000|3.7000|3.3333|0.13|3.8462|2.0000|0.13|4.0000|3.0000|4.0000|3.8750|4.4286|3.5333|4.5000|0.13
3.4286|3.6364|3.5000|3.2000|4.0000|4.0000|4.5000|4.0625|0.13|1.0000|2.5000|3.5000|4.3333|3.4706|3.9000|3.4286|3.8750|5.0000
4.1579|4.1364|2.7143|3.1765|3.6897|4.4286|4.0000|4.2553|4.0000|4.2222|4.4000|3.5000|4.2727|3.8810|4.5000|4.2558|4.3684|4.3333
4.1154|3.9444|3.2500|3.3636|3.8519|4.2000|0.13|4.2553|3.5000|4.5000|4.2000|3.6000|4.6000|4.1364|4.2381|4.2857|4.4286|4.0000
2.7500|2.5000|0.13|4.0000|2.0000|2.0000|0.13|3.3333|0.13|0.13|0.13|0.13|2.5000|2.5000|2.5000|3.2500|1.0000|0.13
4.2000|4.0000|4.0000|4.0000|4.0000|3.6667|0.13|3.6154|0.13|0.13|0.13|0.13|4.0000|3.3333|4.4286|4.0000|4.5714|3.0000
3.2647|3.3200|3.0000|3.6667|3.2000|3.8571|4.0000|3.4655|3.0000|2.0000|2.0000|3.1667|4.0000|3.3333|3.6875|2.9500|3.7059|2.0000
2.7500|2.6000|2.2500|2.2857|2.7857|2.5000|5.0000|3.2273|0.13|3.0000|0.13|2.0000|3.2500|3.7143|2.5000|2.8182|3.0000|0.13
3.5405|3.6522|3.0000|3.4000|3.6364|4.0000|2.5000|3.7619|4.0000|3.0000|3.7778|3.8571|3.4000|3.5333|3.7500|3.3913|3.6875|3.6667
4.2500|4.3333|3.0000|3.3333|3.5000|4.0000|0.13|4.3077|5.0000|0.13|4.0000|0.13|5.0000|3.7692|4.0000|4.3333|4.0000|4.0000
3.5000|3.4000|0.13|0.13|3.6667|3.6667|0.13|3.4286|0.13|0.13|0.13|0.13|3.0000|3.4000|3.5000|3.6000|3.0000|0.13
3.8000|4.5000|0.13|0.13|3.0000|4.0000|0.13|4.0000|0.13|0.13|3.0000|0.13|0.13|4.0000|3.0000|4.0000|3.0000|0.13
2.7500|5.0000|2.0000|2.0000|2.4000|4.0000|0.13|3.9000|0.13|0.13|0.13|2.0000|0.13|4.0000|3.6667|1.0000|3.6667|0.13
3.5333|4.1667|0.13|0.13|3.5000|3.1667|4.0000|3.8750|0.13|4.0000|4.0000|4.0000|3.2500|4.5714|4.2857|3.3571|3.3333|0.13
3.4333|3.2800|3.2143|3.2000|3.3600|3.2500|0.13|3.6500|2.3333|0.13|3.6000|3.4000|3.5000|3.7500|3.3500|3.6364|4.2500|0.13
3.0000|3.3333|0.13|0.13|4.2000|3.3333|0.13|4.0833|0.13|3.0000|0.13|0.13|3.0000|4.2000|4.0000|3.6667|3.6667|2.0000
3.0000|2.6429|4.0000|4.0000|3.8333|4.0000|0.13|4.0500|0.13|4.0000|3.0000|0.13|4.1667|3.6364|1.1429|4.1176|3.2222|4.0000
3.3333|2.0000|2.0000|1.5000|3.2500|4.5000|4.0000|4.0625|0.13|0.13|4.0000|2.0000|5.0000|3.3750|3.8750|3.4000|5.0000|0.13
3.4000|3.0000|0.13|3.0000|3.5000|4.0000|0.13|4.1000|0.13|4.0000|3.5000|0.13|4.0000|3.8000|3.3333|3.6250|3.5000|0.13
3.4000|3.6000|3.7500|3.0000|3.2381|4.0000|0.13|3.6250|0.13|0.13|2.5000|2.0000|2.5000|2.6250|3.2500|3.0000|2.5000|0.13
3.1250|2.6000|0.13|0.13|3.4444|3.2222|0.13|3.7273|0.13|0.13|2.0000|2.0000|3.2500|3.6667|3.3333|3.1000|4.0000|4.0000
3.0714|3.1000|5.0000|4.0000|4.2857|3.3333|0.13|3.5263|0.13|0.13|4.5000|3.5000|3.0000|4.2500|3.0000|3.3750|3.1667|2.0000
4.0000|4.0000|0.13|0.13|3.3333|1.0000|2.0000|3.7500|4.0000|0.13|4.0000|0.13|1.0000|4.5000|4.0000|4.0000|0.13|0.13
4.0000|3.5000|4.0000|4.0000|3.8750|3.0000|5.0000|4.3333|0.13|0.13|0.13|4.0000|2.5000|4.3333|4.0000|3.0000|4.6667|0.13
2.5000|0.13|0.13|0.13|3.0000|5.0000|0.13|4.4000|0.13|0.13|0.13|0.13|1.0000|3.8000|1.0000|3.3333|5.0000|0.13
3.6667|3.5000|3.5000|3.6667|3.3333|3.0000|0.13|3.6923|0.13|0.13|3.5000|3.6667|3.0000|3.6667|4.0000|3.5000|4.0000|0.13
2.8750|2.9167|3.5455|3.2143|3.0800|4.5000|1.0000|3.2813|3.0000|4.0000|1.5000|3.4286|4.3333|3.6000|3.2222|2.6923|3.6000|4.5000
3.5263|3.5000|2.0000|3.0000|3.1316|2.6667|0.13|3.4762|3.0000|0.13|2.0000|2.0000|4.0000|3.5263|3.6667|3.7222|3.1429|0.13
3.5556|4.0000|3.6667|3.5000|3.5294|3.5000|0.13|4.0588|2.0000|3.0000|0.13|4.5000|0.13|4.0000|3.0000|3.7857|4.5000|3.0000
3.3226|3.2381|4.0000|4.0000|3.5106|3.5000|4.0000|3.5814|3.5000|4.0000|3.0000|4.0000|3.3333|3.9000|3.6111|3.2778|3.8824|3.5000
2.5000|3.0000|0.13|3.5000|3.6000|0.13|0.13|4.2500|0.13|0.13|0.13|0.13|2.0000|2.0000|5.0000|3.5000|4.0000|0.13
3.8947|4.3333|0.13|3.4000|3.5909|3.6250|4.0000|3.9565|3.3333|4.0000|1.0000|4.0000|4.0000|4.4286|4.2381|3.7143|4.4615|3.5000
3.6667|0.13|0.13|4.0000|4.0000|5.0000|0.13|4.2500|4.0000|0.13|0.13|3.0000|0.13|4.2000|0.13|4.0000|5.0000|0.13
4.5714|4.4000|4.5000|5.0000|4.0952|5.0000|0.13|4.2222|0.13|0.13|0.13|3.0000|3.0000|3.7895|4.8000|4.5000|4.6667|0.13
4.0769|4.1667|0.13|4.0000|4.3947|4.5000|4.6000|4.1474|5.0000|5.0000|4.2000|4.6667|4.7500|4.2581|4.1429|4.4348|4.5000|5.0000
4.4286|3.6000|2.0000|2.2500|3.3333|3.7500|0.13|4.0435|0.13|4.0000|4.5000|2.7500|4.5000|3.6250|4.2500|4.4167|4.2857|0.13
3.0370|3.1429|3.6667|3.2500|3.1389|3.6087|0.13|3.6094|3.2500|3.5000|3.0769|3.1818|3.0000|3.4118|3.0323|3.0943|3.6667|2.3333
3.0000|2.0000|5.0000|3.0000|2.6667|0.13|0.13|3.2500|0.13|0.13|0.13|0.13|0.13|3.0000|3.0000|3.0000|3.0000|0.13
3.3061|3.5200|3.7500|3.5217|3.4000|3.9412|4.6667|3.9773|3.2500|4.1429|3.5385|3.8750|3.7500|3.6061|3.4167|3.2647|3.7619|4.1429
3.3636|3.4688|3.4000|3.5357|3.5319|3.4000|0.13|3.5185|3.6667|3.0000|3.2000|3.9375|3.0000|3.6667|3.5000|3.8571|3.7647|3.2857
4.6667|5.0000|0.13|5.0000|3.0000|4.2000|0.13|4.7000|5.0000|5.0000|4.4000|0.13|0.13|4.0000|4.8333|4.6667|4.6667|0.13
3.8889|3.7500|4.5000|4.6667|4.1667|2.0000|0.13|3.5000|5.0000|0.13|5.0000|4.0000|4.6667|2.8333|4.7273|4.5000|3.0000|0.13
4.5000|4.0000|0.13|0.13|3.9286|5.0000|0.13|5.0000|0.13|0.13|0.13|5.0000|4.0000|3.0000|3.0000|4.0000|3.0000|5.0000
4.0500|4.1111|4.0000|4.0000|3.4348|3.5000|0.13|3.7037|0.13|0.13|3.0000|3.5000|2.5000|3.5833|3.0000|3.6471|4.1667|0.13
3.2500|3.0000|0.13|2.0000|2.5000|3.5000|0.13|3.1667|2.0000|0.13|2.0000|0.13|4.0000|3.5000|3.3333|3.5000|3.4000|0.13
3.4444|3.4444|3.0000|3.0000|2.8667|0.13|0.13|2.9167|2.6667|0.13|4.0000|0.13|0.13|3.0909|3.2000|3.0833|4.0000|0.13
2.4468|2.5833|2.4286|2.4444|2.5714|2.5333|0.13|2.7391|2.2000|0.13|2.3571|2.8333|2.0000|2.7143|2.5714|2.4231|2.8750|3.0000
2.8571|3.0000|0.13|0.13|3.7143|5.0000|0.13|4.0000|0.13|0.13|0.13|0.13|3.0000|3.5000|3.2000|2.2500|3.5000|0.13
3.6667|3.6000|0.13|0.13|3.6000|3.5000|0.13|3.8462|0.13|0.13|0.13|0.13|5.0000|3.3333|3.0000|3.8000|4.0000|0.13
1.5000|0.13|0.13|2.0000|3.6667|4.0000|0.13|3.0000|0.13|0.13|3.0000|0.13|3.2500|2.6667|3.0000|2.6667|2.0000|0.13
3.1667|2.7500|4.0000|3.5000|3.6667|4.0000|0.13|4.0000|0.13|0.13|0.13|5.0000|3.5000|3.2000|3.0000|3.0000|0.13|0.13
3.8571|4.1818|3.6667|3.7500|3.1915|3.5000|0.13|3.3529|4.6667|0.13|3.3750|3.4286|4.3333|3.8182|4.0952|3.5938|4.1667|4.0000
3.0357|2.5000|0.13|3.5000|2.8667|2.4444|0.13|3.2759|0.13|2.0000|2.7500|4.0000|4.0000|3.5000|3.0000|3.3913|3.7500|2.0000
0.13|4.0000|0.13|4.0000|3.5000|3.5000|0.13|3.4286|0.13|5.0000|2.0000|0.13|3.5000|4.0000|4.0000|4.0000|4.0000|0.13
4.0000|0.13|0.13|0.13|3.0000|4.3333|0.13|4.2000|0.13|0.13|0.13|0.13|4.0000|4.3333|3.0000|4.0000|3.7500|0.13
4.0000|4.3333|0.13|0.13|4.2000|4.3333|0.13|3.7500|0.13|5.0000|2.0000|2.0000|4.0000|4.1667|4.2000|3.9091|4.0000|0.13
3.7500|3.3333|0.13|0.13|3.6667|3.5000|0.13|3.6429|0.13|5.0000|3.0000|3.0000|3.6667|3.8000|4.6667|3.7143|4.1667|4.0000
4.0000|4.0000|3.0000|1.0000|3.8000|4.6000|4.0000|4.3182|5.0000|3.7500|5.0000|1.0000|4.7500|3.2000|4.0000|4.0476|4.0000|4.0000
2.7000|3.1000|5.0000|3.0000|2.7000|3.6250|4.0000|3.2727|0.13|3.0000|2.6667|4.5000|2.9091|3.0000|2.6364|2.7241|3.1429|5.0000
3.7333|4.1250|3.0000|3.6667|3.5556|4.5000|0.13|4.1000|4.0000|0.13|2.6667|3.5000|0.13|4.2000|4.0000|3.5333|4.5000|0.13
5.0000|4.8000|0.13|4.0000|4.0000|4.5000|5.0000|4.7000|5.0000|0.13|4.2727|4.0000|4.6667|5.0000|5.0000|4.6154|5.0000|0.13
3.6970|3.7895|3.0000|3.2500|3.8947|3.8750|4.0000|4.1556|1.0000|3.6667|4.0000|4.0000|4.0000|4.0833|3.3500|3.6452|4.4000|0.13
3.4286|2.7500|4.0000|4.0000|4.0000|4.0000|0.13|3.8750|0.13|0.13|0.13|0.13|0.13|3.5000|4.3333|2.7500|4.2500|0.13
3.4545|4.0000|4.0000|4.0000|3.5714|3.8571|4.0000|3.9630|2.0000|0.13|0.13|0.13|5.0000|3.9000|3.5714|3.5000|4.5000|0.13
4.3333|4.0000|0.13|0.13|4.2000|3.5000|0.13|4.1154|0.13|3.0000|0.13|0.13|4.0000|4.0000|3.6667|3.2000|3.6667|4.0000
4.5000|0.13|5.0000|5.0000|3.6250|4.2500|0.13|4.0000|0.13|4.0000|3.5000|3.3333|4.0000|4.2000|0.13|3.8571|4.5000|5.0000
3.1429|2.7500|3.0000|3.0000|3.6000|0.13|0.13|3.4000|0.13|0.13|0.13|3.0000|0.13|2.5000|3.5000|3.6000|3.0000|0.13
2.8750|3.5000|0.13|0.13|2.8125|2.8571|2.0000|2.9706|0.13|5.0000|2.0000|4.0000|2.8333|2.8000|3.1000|2.5714|2.7143|1.0000
2.6000|2.0000|0.13|0.13|3.5000|4.5000|0.13|3.7143|0.13|5.0000|3.0000|0.13|4.3333|3.0000|2.7500|3.3333|2.5000|0.13
2.0000|3.0000|0.13|3.0000|4.0000|4.0000|0.13|2.8889|0.13|4.0000|0.13|0.13|4.0000|3.1667|0.13|2.3333|4.5000|0.13
3.9821|3.9667|4.8750|4.3333|4.0000|3.9412|4.0000|4.3793|4.4000|3.5000|3.9375|4.7778|3.6667|4.4737|3.9688|4.0667|4.1111|3.3333
4.0000|0.13|0.13|0.13|4.5000|3.3333|3.0000|4.0000|0.13|0.13|0.13|0.13|5.0000|5.0000|0.13|0.13|4.0000|0.13
3.2500|3.0000|0.13|3.0000|3.6667|4.0000|0.13|4.0000|0.13|4.0000|0.13|0.13|4.0000|3.0000|3.0000|3.6667|3.3333|0.13
3.2000|3.5000|0.13|2.6667|3.1667|3.0000|0.13|3.5556|4.0000|0.13|2.0000|0.13|3.0000|3.2500|3.0000|2.7500|3.3333|0.13
4.5000|0.13|5.0000|5.0000|3.6667|2.0000|0.13|3.8000|0.13|2.0000|0.13|0.13|3.0000|4.0000|0.13|3.2500|5.0000|0.13
3.1429|3.3333|0.13|0.13|4.0000|3.7500|0.13|4.0000|0.13|0.13|3.0000|0.13|3.3333|4.0000|3.0000|3.3333|0.13|4.0000
4.0000|3.0000|0.13|0.13|4.2500|5.0000|0.13|4.6000|0.13|5.0000|0.13|0.13|5.0000|4.2500|4.0000|0.13|5.0000|0.13
4.7692|5.0000|3.0000|3.3333|3.6250|0.13|0.13|2.3333|4.0000|5.0000|0.13|3.0000|4.0000|4.5000|4.6667|4.5000|4.0000|0.13
4.4000|4.0000|4.0000|4.0000|4.3750|4.8000|0.13|4.2308|0.13|0.13|0.13|4.0000|4.5000|3.6000|4.5000|4.3333|4.5000|5.0000
0.13|0.13|0.13|0.13|3.5000|4.0000|0.13|4.0833|0.13|3.0000|4.0000|0.13|3.0000|2.5000|0.13|4.0000|4.5000|0.13
3.0000|4.0000|0.13|4.0000|3.0000|4.0000|0.13|4.3333|0.13|4.0000|3.0000|0.13|4.0000|3.3333|0.13|3.3333|4.0000|0.13
3.6875|3.6000|0.13|1.0000|3.1667|2.2857|0.13|3.5385|0.13|3.0000|0.13|0.13|5.0000|3.8182|3.5000|4.1053|3.2500|0.13
3.3333|3.0000|4.0000|4.0000|3.7778|5.0000|0.13|4.3333|0.13|0.13|0.13|4.5000|3.6667|5.0000|4.5000|3.3333|5.0000|0.13
4.2500|4.0000|0.13|0.13|3.0000|4.0000|0.13|3.5714|0.13|0.13|4.5000|0.13|4.3333|3.5000|3.5000|4.0000|3.2500|0.13
3.4074|3.6667|4.0000|4.2000|3.8929|3.7143|4.3333|3.8393|4.3333|3.5000|2.6000|3.5000|3.5556|3.6667|3.2500|3.2917|3.6000|3.0000
3.5577|3.2667|3.5000|1.7500|3.2903|3.7143|0.13|3.3509|2.0000|3.5000|3.5294|3.3333|3.4000|3.2000|3.5000|3.6786|4.1000|4.5000
4.1429|4.2000|5.0000|3.6667|3.1613|1.7500|0.13|3.2000|4.0000|0.13|3.0000|3.8750|3.5000|3.8750|4.4000|3.9333|4.0000|4.0000
4.0000|5.0000|0.13|0.13|4.6667|3.0000|0.13|3.4667|0.13|0.13|5.0000|0.13|3.0000|4.0000|5.0000|3.6250|2.6667|0.13
4.8571|4.8333|0.13|0.13|5.0000|0.13|0.13|2.3333|0.13|0.13|5.0000|0.13|0.13|4.0000|4.8750|0.13|3.3333|0.13
3.8000|3.5714|3.0000|3.2222|3.4848|3.0000|0.13|3.6596|0.13|3.0000|0.13|3.5000|3.4000|3.6667|3.3333|3.6667|4.0000|3.0000
4.0000|5.0000|0.13|5.0000|4.5000|4.0000|0.13|4.1667|0.13|4.0000|0.13|4.0000|4.0000|4.3333|3.0000|3.5000|5.0000|0.13
